Time,X,Y,Z
2024-12-26 14:14:27.136541,-6127.552009125464,-569.6806403555355,-2973.9069083147633
2024-12-26 14:24:27.136541,-6351.260598630574,-2209.523671764885,1207.9520582869034
2024-12-26 14:34:27.136541,-3820.597572055187,-2891.120248899251,4864.42949954413
2024-12-26 14:44:27.136541,365.75376218689456,-2320.2069663141697,6408.129101011256
2024-12-26 14:54:27.136541,4393.839969044923,-745.2637454797363,5171.260751880729
2024-12-26 15:04:27.136541,6517.789084969397,1152.2828853999686,1688.213991690084
2024-12-26 15:14:27.136541,5813.909044570789,2549.872598625491,-2529.2227210132223
2024-12-26 15:24:27.136541,2591.293251455705,2843.251358672954,-5649.175107561293
2024-12-26 15:34:27.136541,-1750.582504985885,1909.5105167488318,-6324.985371234448
2024-12-26 15:44:27.136541,-5337.5191203151735,152.77476675123472,-4266.971900386288
2024-12-26 15:54:27.136541,-6616.6916895337745,-1669.4579667112537,-360.51467278645504
2024-12-26 16:04:27.136541,-5027.42444076101,-2767.756632979615,3702.126141621392
2024-12-26 16:14:27.136541,-1258.49790252339,-2666.3229484829185,6155.954650707222
2024-12-26 16:24:27.136541,3055.4489748170404,-1410.8200476975805,5938.240131619537
2024-12-26 16:34:27.136541,6046.0417998234925,455.30786748991,3142.696217847528
2024-12-26 16:44:27.136541,6414.0502468702,2123.761576743941,-1019.3004773522761
2024-12-26 16:54:27.136541,4000.900582516257,2871.621874434933,-4738.86553505084
2024-12-26 17:04:27.136541,-142.0993871025106,2378.6602935282663,-6405.962359527722
2024-12-26 17:14:27.136541,-4224.064472523527,860.393533581747,-5304.424202770347
2024-12-26 17:24:27.136541,-6481.786531504879,-1028.8304985260286,-1907.465273301372
2024-12-26 17:34:27.136541,-5931.6765059550735,-2472.027099084218,2317.099338866275
2024-12-26 17:44:27.136541,-2809.1888934671993,-2843.2687002779116,5534.293821870315
2024-12-26 17:54:27.136541,1530.238074620492,-1983.2823150699758,6348.757549537894
2024-12-26 18:04:27.136541,5207.188022302744,-265.0724554986607,4408.222105300948
2024-12-26 18:14:27.136541,6626.549196303935,1567.7598484530313,552.0797280897007
2024-12-26 18:24:27.136541,5171.198339785874,2720.5707565901857,-3544.4877156643156
2024-12-26 18:34:27.136541,1477.3986250234998,2696.3218720713367,-6104.147683129313
2024-12-26 18:44:27.136541,-2854.244381445593,1509.1875112578903,-6024.455797662232
2024-12-26 18:54:27.136541,-5954.3861292926995,-328.4982649332121,-3339.949560222178
2024-12-26 19:04:27.136541,-6477.8797534273235,-2023.5507818792696,792.511137825648
2024-12-26 19:14:27.136541,-4192.321900402912,-2841.036876636446,4580.1581966940275
2024-12-26 19:24:27.136541,-89.79886763992373,-2427.551284073411,6378.248578783363
2024-12-26 19:34:27.136541,4051.682690984051,-963.571239688026,5408.766002484635
2024-12-26 19:44:27.136541,6437.622340952507,917.5238834147956,2090.3762515674543
2024-12-26 19:54:27.136541,6030.624812606755,2400.4884201811296,-2137.2119113897134
2024-12-26 20:04:27.136541,3010.365136111193,2843.6549419139537,-5437.252130913717
2024-12-26 20:14:27.136541,-1310.4381661169382,2059.2025797343904,-6384.271549728624
2024-12-26 20:24:27.136541,-5066.229312421511,387.26957051083843,-4572.097198249901
2024-12-26 20:34:27.136541,-6632.301554180794,-1451.46887099194,-779.9314300382767
2024-12-26 20:44:27.136541,-5323.716981217484,-2660.853501640484,3350.5593826269737
2024-12-26 20:54:27.136541,-1706.8520822832959,-2716.7313272883653,6024.86488578372
2024-12-26 21:04:27.136541,2649.2123054966673,-1596.62692959518,6084.344950160314
2024-12-26 21:14:27.136541,5858.038980075702,214.46955953912857,3502.952462430439
2024-12-26 21:24:27.136541,6526.157722210749,1932.335576002763,-601.2925801144016
2024-12-26 21:34:27.136541,4364.071263649714,2812.4332202398573,-4444.681250305076
2024-12-26 21:44:27.136541,314.5751471611298,2476.9026306907413,-6362.464986390203
2024-12-26 21:54:27.136541,-3870.8810521994983,1073.6343955046298,-5530.284196575846
2024-12-26 22:04:27.136541,-6385.12636221866,-792.5366828967245,-2305.616469389286
2024-12-26 22:14:27.136541,-6134.197059049918,-2315.100189239874,1919.2158044042462
2024-12-26 22:24:27.136541,-3223.082708282452,-2833.726558605728,5309.587672946432
2024-12-26 22:34:27.136541,1084.3998338349763,-2125.105199037886,6394.521665772299
2024-12-26 22:44:27.136541,4922.47247490235,-496.92538667293434,4704.798400260095
2024-12-26 22:54:27.136541,6626.771796055801,1346.3313225430413,970.9731336969945
2024-12-26 23:04:27.136541,5456.142635226267,2605.5557233220006,-3185.390353422318
2024-12-26 23:14:27.136541,1923.0493354985947,2737.136334614375,-5960.191616719723
2024-12-26 23:24:27.136541,-2440.3520234636144,1687.9948925541262,-6157.438458509898
2024-12-26 23:34:27.136541,-5751.0652698518825,-88.70894919834508,-3692.867893558554
2024-12-26 23:44:27.136541,-6573.9528884677065,-1826.5269301539881,372.17042506161425
2024-12-26 23:54:27.136541,-4546.447050857986,-2772.2605171571436,4275.068390873974
2024-12-27 00:04:27.136541,-548.3004827662324,-2516.67103433529,6320.7091603314375
2024-12-27 00:14:27.136541,3687.304906301579,-1171.987727325405,5623.712780782186
2024-12-27 00:24:27.136541,6325.529157592634,680.0084441966886,2484.8985846664987
2024-12-27 00:34:27.136541,6219.630044554971,2236.897428547192,-1734.559213288155
2024-12-27 00:44:27.136541,3417.9594278469153,2824.609780616074,-5201.128159081268
2024-12-27 00:54:27.136541,-860.7003272573854,2192.578683619463,-6416.274007563048
2024-12-27 01:04:27.136541,-4768.362277751791,615.5922495812479,-4858.548683504798
2024-12-27 01:14:27.136541,-6615.743000990985,-1226.7764026272473,-1197.4462089896044
2024-12-27 01:24:27.136541,-5596.272797774019,-2537.2559401874955,2983.2139094454374
2024-12-27 01:34:27.136541,-2150.2161583426355,-2747.7174901188964,5867.217236605794
2024-12-27 01:44:27.136541,2227.0966070600603,-1768.6706642820866,6204.604958603485
2024-12-27 01:54:27.136541,5640.098272409026,-24.232525834151424,3849.267364489679
2024-12-27 02:04:27.136541,6607.273467454126,1730.4672837319642,-179.1951180823378
2024-12-27 02:14:27.136541,4708.7048479797595,2734.8003733699793,-4130.213947700803
2024-12-27 02:24:27.136541,773.0803370898972,2556.6842383538797,-6291.350348134029
2024-12-27 02:34:27.136541,-3496.3199645645213,1276.3136144383432,-5733.031119072462
2024-12-27 02:44:27.136541,-6256.648259663469,-554.307101931071,-2695.160114841494
2024-12-27 02:54:27.136541,-6308.263986371271,-2144.526265192029,1511.5803604695216
2024-12-27 03:04:27.136541,-3624.2997115174153,-2804.767645357147,5061.024353435531
2024-12-27 03:14:27.136541,630.0151635823416,-2250.1465676324187,6412.691313608558
2024-12-27 03:24:27.136541,4611.652931815789,-721.8822380793224,4981.957303414749
2024-12-27 03:34:27.136541,6594.612605334993,1118.8900004603718,1387.1147975635688
2024-12-27 03:44:27.136541,5716.562876419213,2474.2513621198145,-2811.180900482759
2024-12-27 03:54:27.136541,2362.60815322898,2758.478548155141,-5789.922324321259
2024-12-27 04:04:27.136541,-2011.5884119285274,1852.5085057840822,-6264.236546723783
2024-12-27 04:14:27.136541,-5518.227712859425,148.13131926630547,-4030.981281135447
2024-12-27 04:24:27.136541,-6638.583297447931,-1619.7640392015296,-51.272552602107844
2024-12-27 04:34:27.136541,-4880.930665319061,-2685.2815739890425,3950.2766552624057
2024-12-27 04:44:27.136541,-1007.4605152301134,-2587.0290056715935,6235.468673040556
2024-12-27 04:54:27.136541,3302.2661473050925,-1369.1795571642167,5814.922438279967
2024-12-27 05:04:27.136541,6181.65502954211,441.29456279065545,2869.962742416571
2024-12-27 05:14:27.136541,6379.581515156854,2060.197338105347,-1322.9210567041605
2024-12-27 05:24:27.136541,3811.8482620866316,2786.2803557676107,-4941.572646142404
2024-12-27 05:34:27.136541,-403.5194170391814,2308.8109965244353,-6420.56504966895
2024-12-27 05:44:27.136541,-4445.084653478192,836.270961688885,-5124.880049423419
2024-12-27 05:54:27.136541,-6566.677408966804,-996.8667565075286,-1611.2002246484633
2024-12-27 06:04:27.136541,-5843.380744632519,-2397.8100795785735,2601.5403787184127
2024-12-27 06:14:27.136541,-2586.2641500743084,-2759.122439879459,5683.420286603284
2024-12-27 06:24:27.136541,1791.041246365395,-1925.860204156325,6298.221124642777
2024-12-27 06:34:27.136541,5392.936996086195,-259.2399873133336,4179.9681670166
2024-12-27 06:44:27.136541,6656.563734404558,1519.5021448283558,245.1719800600167
2024-12-27 06:54:27.136541,5032.790445268494,2639.2675306162264,-3796.6243871419433
2024-12-27 07:04:27.136541,1231.112757408876,2617.5255843027753,-6192.634176374478
2024-12-27 07:14:27.136541,-3102.005400262122,1467.1341892623213,-5911.538290799131
2024-12-27 07:24:27.136541,-6096.594098344931,-315.7083111522965,-3074.2909462549337
2024-12-27 07:34:27.136541,-6452.608033248661,-1961.45637009968,1095.891631899891
2024-12-27 07:44:27.136541,-4010.6196880560856,-2756.623580807542,4789.444054341843
2024-12-27 07:54:27.136541,169.288047748566,-2357.6254250675574,6402.895592517998
2024-12-27 08:04:27.136541,4275.975098296992,-938.4822795033151,5238.273786395074
2024-12-27 08:14:27.136541,6529.804487089374,886.9451331681997,1798.6334606111782
2024-12-27 08:24:27.136541,5950.792734695476,2327.551732318485,-2423.3471487374495
2024-12-27 08:34:27.136541,2793.754193928872,2760.248428302761,-5593.802888132814
2024-12-27 08:44:27.136541,-1569.938917449321,2001.685266112957,-6344.108878757876
2024-12-27 08:54:27.136541,-5256.680797921906,380.4742300208376,-4352.648121705999
2024-12-27 09:04:27.136541,-6671.0269005253,-1404.6466841664994,-475.97497190555976
2024-12-27 09:14:27.136541,-5193.7963213776175,-2580.7109977303885,3607.009445447963
2024-12-27 09:24:27.136541,-1464.941114195987,-2638.2032047881266,6122.609072212072
2024-12-27 09:34:27.136541,2898.2650274397406,-1553.8747738089596,5981.3035229628895
2024-12-27 09:44:27.136541,6006.319370164048,202.95996945729735,3243.7623515456917
2024-12-27 09:54:27.136541,6509.266511905035,1871.5793133973964,-904.0251977948868
2024-12-27 10:04:27.136541,4189.83290444254,2728.955373360101,-4659.47508205047
2024-12-27 10:14:27.136541,58.87413070992261,2407.173911765599,-6396.833314405453
2024-12-27 10:24:27.136541,-4097.719363765041,1047.87203520298,-5369.711586570229
2024-12-27 10:34:27.136541,-6484.934969764286,-763.2708027233651,-2019.3204082706445
2024-12-27 10:44:27.136541,-6063.434157258227,-2243.4708769763984,2207.080949326474
2024-12-27 10:54:27.136541,-3012.66441098497,-2750.9111084977885,5474.008447374176
2024-12-27 11:04:27.136541,1343.0960473940906,-2067.1911070410815,6364.500990456739
2024-12-27 11:14:27.136541,5117.44283707424,-489.006395560236,4493.424922049062
2024-12-27 11:24:27.136541,6673.350977157181,1300.8553372090498,669.9458744253135
2024-12-27 11:34:27.136541,5334.387793608943,2526.4983119153526,-3445.18188825251
2024-12-27 11:44:27.136541,1686.3271802022257,2659.0636999194885,-6066.456337464069
2024-12-27 11:54:27.136541,-2689.6960336694824,1644.8651863498962,-6064.768978692784
2024-12-27 12:04:27.136541,-5905.379768253745,-78.32069036910094,-3441.22112263633
2024-12-27 12:14:27.136541,-6566.096793458641,-1767.1314051524569,673.9150140473328
2024-12-27 12:24:27.136541,-4379.859669223749,-2689.651204761476,4495.807074218767
2024-12-27 12:34:27.136541,-295.5021788807022,-2446.867106741985,6364.883606451431
2024-12-27 12:44:27.136541,3916.840925513076,-1145.3075583650354,5472.393592297856
2024-12-27 12:54:27.136541,6432.25207067958,652.0471351220987,2203.6464902774032
2024-12-27 13:04:27.136541,6157.274707346344,2166.457860567315,-2023.4667087151781
2024-12-27 13:14:27.136541,3214.1661975085945,2742.4701429491697,-5372.421606643575
2024-12-27 13:24:27.136541,-1117.494045187363,2134.5719713996814,-6396.422431477068
2024-12-27 13:34:27.136541,-4967.400125274626,606.7891835628028,-4656.274410941145
2024-12-27 13:44:27.136541,-6670.700096683372,-1182.6242396138953,-900.05663669862
2024-12-27 13:54:27.136541,-5483.146469041766,-2459.2784451945995,3246.600003354616
2024-12-27 14:04:27.136541,-1918.3689602328875,-2669.891476700631,5982.339162467041
2024-12-27 14:14:27.136541,2477.1329899393913,-1724.8721863622218,6121.85885318165
